scenario_nr	par_space	w_corr	N	nC	I	missing	method	Tissues	PD	LCI	UCI	parspace	shared
11	alt	0	100	8	1000	Complete data	FastGxC	p.value_T1_nominal	0.057	0.0426305096446976	0.0713694903553025	Single-context Heterogeneity	No shared
11	alt	0	100	8	1000	Complete data	FastGxC	p.value_T2_nominal	0.049	0.0356206076526052	0.0623793923473948	Single-context Heterogeneity	No shared
11	alt	0	100	8	1000	Complete data	FastGxC	p.value_T3_nominal	0.056	0.0417495656523328	0.0702504343476672	Single-context Heterogeneity	No shared
11	alt	0	100	8	1000	Complete data	FastGxC	p.value_T4_nominal	0.054	0.0399915353305104	0.0680084646694896	Single-context Heterogeneity	No shared
11	alt	0	100	8	1000	Complete data	FastGxC	p.value_T5_nominal	0.06	0.0452806835251378	0.0747193164748622	Single-context Heterogeneity	No shared
11	alt	0	100	8	1000	Complete data	FastGxC	p.value_T6_nominal	0.05	0.0364918804423795	0.0635081195576206	Single-context Heterogeneity	No shared
11	alt	0	100	8	1000	Complete data	FastGxC	p.value_T7_nominal	0.061	0.0461664259266171	0.0758335740733829	Single-context Heterogeneity	No shared
11	alt	0	100	8	1000	Complete data	FastGxC	p.value_T8_nominal	0.435	0.404273227607572	0.465726772392428	Single-context Heterogeneity	No shared
12	alt	0.2	100	8	1000	Complete data	FastGxC	global_eQTL	0.191	0.166636536052629	0.215363463947371	Single-context Heterogeneity	No shared
12	alt	0.2	100	8	1000	Complete data	FastGxC	global_eQTL_unadjusted	0.297	0.2686793003506	0.3253206996494	Single-context Heterogeneity	No shared
12	alt	0.2	100	8	1000	Complete data	FastGxC	global	0.239	0.212567431285457	0.265432568714543	Single-context Heterogeneity	No shared
12	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T1	0.011	0.00453538628297627	0.0174646137170237	Single-context Heterogeneity	No shared
12	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T2	0.014	0.00671800181537638	0.0212819981846236	Single-context Heterogeneity	No shared
12	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T3	0.009	0.00314662736349625	0.0148533726365038	Single-context Heterogeneity	No shared
12	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T4	0.011	0.00453538628297627	0.0174646137170237	Single-context Heterogeneity	No shared
12	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T5	0.002	0	0.00476903445375919	Single-context Heterogeneity	No shared
12	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T6	0.011	0.00453538628297627	0.0174646137170237	Single-context Heterogeneity	No shared
12	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T7	0.016	0.00822311581203576	0.0237768841879642	Single-context Heterogeneity	No shared
12	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T8	0.217	0.191451886377211	0.242548113622789	Single-context Heterogeneity	No shared
12	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T1_nominal	0.047	0.0338827296270257	0.0601172703729744	Single-context Heterogeneity	No shared
12	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T2_nominal	0.075	0.0586751353547524	0.0913248646452476	Single-context Heterogeneity	No shared
12	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T3_nominal	0.049	0.0356206076526052	0.0623793923473948	Single-context Heterogeneity	No shared
12	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T4_nominal	0.059	0.0443960980465453	0.0736039019534547	Single-context Heterogeneity	No shared
12	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T5_nominal	0.051	0.0373646501525346	0.0646353498474654	Single-context Heterogeneity	No shared
12	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T6_nominal	0.056	0.0417495656523328	0.0702504343476672	Single-context Heterogeneity	No shared
12	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T7_nominal	0.065	0.0497204496195835	0.0802795503804165	Single-context Heterogeneity	No shared
12	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T8_nominal	0.495	0.464011797911092	0.525988202088908	Single-context Heterogeneity	No shared
13	alt	0.4	100	8	1000	Complete data	FastGxC	global_eQTL	0.29	0.261876053420956	0.318123946579044	Single-context Heterogeneity	No shared
13	alt	0.4	100	8	1000	Complete data	FastGxC	global_eQTL_unadjusted	0.392	0.36174181219093	0.42225818780907	Single-context Heterogeneity	No shared
13	alt	0.4	100	8	1000	Complete data	FastGxC	global	0.348	0.318476930366572	0.377523069633428	Single-context Heterogeneity	No shared
13	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T1	0.012	0.00525134563204267	0.0187486543679573	Single-context Heterogeneity	No shared
13	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T2	0.02	0.0113228695477361	0.0286771304522639	Single-context Heterogeneity	No shared
13	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T3	0.017	0.0089878455860724	0.0250121544139276	Single-context Heterogeneity	No shared
13	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T4	0.006	0.00121351272783268	0.0107864872721673	Single-context Heterogeneity	No shared
13	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T5	0.013	0.00597933349828335	0.0200206665017166	Single-context Heterogeneity	No shared
13	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T6	0.009	0.00314662736349625	0.0148533726365038	Single-context Heterogeneity	No shared
13	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T7	0.016	0.00822311581203576	0.0237768841879642	Single-context Heterogeneity	No shared
13	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T8	0.324	0.294993592488147	0.353006407511854	Single-context Heterogeneity	No shared
13	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T1_nominal	0.062	0.0470532987192395	0.0769467012807605	Single-context Heterogeneity	No shared
13	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T2_nominal	0.054	0.0399915353305104	0.0680084646694896	Single-context Heterogeneity	No shared
13	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T3_nominal	0.056	0.0417495656523328	0.0702504343476672	Single-context Heterogeneity	No shared
13	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T4_nominal	0.058	0.0435126971410326	0.0724873028589674	Single-context Heterogeneity	No shared
13	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T5_nominal	0.058	0.0435126971410326	0.0724873028589674	Single-context Heterogeneity	No shared
13	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T6_nominal	0.045	0.0321513933510544	0.0578486066489456	Single-context Heterogeneity	No shared
13	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T7_nominal	0.057	0.0426305096446976	0.0713694903553025	Single-context Heterogeneity	No shared
13	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T8_nominal	0.595	0.564574754901287	0.625425245098713	Single-context Heterogeneity	No shared
14	alt	0.6	100	8	1000	Complete data	FastGxC	global_eQTL	0.471	0.440062417057803	0.501937582942197	Single-context Heterogeneity	No shared
14	alt	0.6	100	8	1000	Complete data	FastGxC	global_eQTL_unadjusted	0.57	0.539315450843264	0.600684549156736	Single-context Heterogeneity	No shared
14	alt	0.6	100	8	1000	Complete data	FastGxC	global	0.545	0.514136012068081	0.575863987931919	Single-context Heterogeneity	No shared
14	alt	0.6	100	8	1000	Complete data	FastGxC	p.value_T1	0.019	0.0105382654875659	0.0274617345124341	Single-context Heterogeneity	No shared
14	alt	0.6	100	8	1000	Complete data	FastGxC	p.value_T2	0.015	0.00746623904840646	0.0225337609515935	Single-context Heterogeneity	No shared
14	alt	0.6	100	8	1000	Complete data	FastGxC	p.value_T3	0.023	0.0137090677992024	0.0322909322007976	Single-context Heterogeneity	No shared
14	alt	0.6	100	8	1000	Complete data	FastGxC	p.value_T4	0.014	0.00671800181537638	0.0212819981846236	Single-context Heterogeneity	No shared
14	alt	0.6	100	8	1000	Complete data	FastGxC	p.value_T5	0.014	0.00671800181537638	0.0212819981846236	Single-context Heterogeneity	No shared
14	alt	0.6	100	8	1000	Complete data	FastGxC	p.value_T6	0.017	0.0089878455860724	0.0250121544139276	Single-context Heterogeneity	No shared
14	alt	0.6	100	8	1000	Complete data	FastGxC	p.value_T7	0.016	0.00822311581203576	0.0237768841879642	Single-context Heterogeneity	No shared
14	alt	0.6	100	8	1000	Complete data	FastGxC	p.value_T8	0.525	0.494049009815345	0.555950990184655	Single-context Heterogeneity	No shared
14	alt	0.6	100	8	1000	Complete data	FastGxC	p.value_T1_nominal	0.062	0.0470532987192395	0.0769467012807605	Single-context Heterogeneity	No shared
14	alt	0.6	100	8	1000	Complete data	FastGxC	p.value_T2_nominal	0.066	0.0506115989283204	0.0813884010716796	Single-context Heterogeneity	No shared
14	alt	0.6	100	8	1000	Complete data	FastGxC	p.value_T3_nominal	0.069	0.0532910384435326	0.0847089615564674	Single-context Heterogeneity	No shared
14	alt	0.6	100	8	1000	Complete data	FastGxC	p.value_T4_nominal	0.053	0.0391145162248678	0.0668854837751322	Single-context Heterogeneity	No shared
14	alt	0.6	100	8	1000	Complete data	FastGxC	p.value_T5_nominal	0.059	0.0443960980465453	0.0736039019534547	Single-context Heterogeneity	No shared
14	alt	0.6	100	8	1000	Complete data	FastGxC	p.value_T6_nominal	0.072	0.0559790477011041	0.0880209522988959	Single-context Heterogeneity	No shared
14	alt	0.6	100	8	1000	Complete data	FastGxC	p.value_T7_nominal	0.069	0.0532910384435326	0.0847089615564674	Single-context Heterogeneity	No shared
14	alt	0.6	100	8	1000	Complete data	FastGxC	p.value_T8_nominal	0.788	0.762667437067089	0.813332562932911	Single-context Heterogeneity	No shared
15	alt	0.8	100	8	1000	Complete data	FastGxC	global_eQTL	0.827	0.803556421882837	0.850443578117163	Single-context Heterogeneity	No shared
15	alt	0.8	100	8	1000	Complete data	FastGxC	global_eQTL_unadjusted	0.883	0.863078530369856	0.902921469630144	Single-context Heterogeneity	No shared
15	alt	0.8	100	8	1000	Complete data	FastGxC	global	0.879	0.858786793457984	0.899213206542016	Single-context Heterogeneity	No shared
15	alt	0.8	100	8	1000	Complete data	FastGxC	p.value_T1	0.029	0.0185994404510178	0.0394005595489823	Single-context Heterogeneity	No shared
15	alt	0.8	100	8	1000	Complete data	FastGxC	p.value_T2	0.021	0.0121131247395583	0.0298868752604417	Single-context Heterogeneity	No shared
15	alt	0.8	100	8	1000	Complete data	FastGxC	p.value_T3	0.024	0.0145140982813473	0.0334859017186527	Single-context Heterogeneity	No shared
15	alt	0.8	100	8	1000	Complete data	FastGxC	p.value_T4	0.033	0.0219281983206359	0.0440718016793641	Single-context Heterogeneity	No shared
15	alt	0.8	100	8	1000	Complete data	FastGxC	p.value_T5	0.018	0.00975975570055175	0.0262402442994482	Single-context Heterogeneity	No shared
15	alt	0.8	100	8	1000	Complete data	FastGxC	p.value_T6	0.025	0.0153234531596019	0.0346765468403981	Single-context Heterogeneity	No shared
15	alt	0.8	100	8	1000	Complete data	FastGxC	p.value_T7	0.034	0.0227675081345733	0.0452324918654267	Single-context Heterogeneity	No shared
15	alt	0.8	100	8	1000	Complete data	FastGxC	p.value_T8	0.876	0.855572699078462	0.896427300921538	Single-context Heterogeneity	No shared
15	alt	0.8	100	8	1000	Complete data	FastGxC	p.value_T1_nominal	0.077	0.0604767945045293	0.0935232054954707	Single-context Heterogeneity	No shared
15	alt	0.8	100	8	1000	Complete data	FastGxC	p.value_T2_nominal	0.074	0.0577755701416277	0.0902244298583723	Single-context Heterogeneity	No shared
15	alt	0.8	100	8	1000	Complete data	FastGxC	p.value_T3_nominal	0.082	0.064995010903074	0.099004989096926	Single-context Heterogeneity	No shared
15	alt	0.8	100	8	1000	Complete data	FastGxC	p.value_T4_nominal	0.098	0.0795725858050003	0.116427414195	Single-context Heterogeneity	No shared
15	alt	0.8	100	8	1000	Complete data	FastGxC	p.value_T5_nominal	0.079	0.0622817254976812	0.0957182745023188	Single-context Heterogeneity	No shared
15	alt	0.8	100	8	1000	Complete data	FastGxC	p.value_T6_nominal	0.091	0.0731741302543467	0.108825869745653	Single-context Heterogeneity	No shared
15	alt	0.8	100	8	1000	Complete data	FastGxC	p.value_T7_nominal	0.086	0.0686231755161698	0.10337682448383	Single-context Heterogeneity	No shared
15	alt	0.8	100	8	1000	Complete data	FastGxC	p.value_T8_nominal	0.972	0.961775072456784	0.982224927543216	Single-context Heterogeneity	No shared
16	alt	0	100	8	1000	Complete data	FastGxC	global_eQTL	0.998	0.995230965546241	1.00076903445376	Single-context Heterogeneity	Shared
16	alt	0	100	8	1000	Complete data	FastGxC	global_eQTL_unadjusted	0.998	0.995230965546241	1.00076903445376	Single-context Heterogeneity	Shared
16	alt	0	100	8	1000	Complete data	FastGxC	global	0.075	0.0586751353547524	0.0913248646452476	Single-context Heterogeneity	Shared
16	alt	0	100	8	1000	Complete data	FastGxC	p.value_T1	0.008	0.00247860369100093	0.0135213963089991	Single-context Heterogeneity	Shared
16	alt	0	100	8	1000	Complete data	FastGxC	p.value_T2	0.008	0.00247860369100093	0.0135213963089991	Single-context Heterogeneity	Shared
16	alt	0	100	8	1000	Complete data	FastGxC	p.value_T3	0.008	0.00247860369100093	0.0135213963089991	Single-context Heterogeneity	Shared
16	alt	0	100	8	1000	Complete data	FastGxC	p.value_T4	0.008	0.00247860369100093	0.0135213963089991	Single-context Heterogeneity	Shared
16	alt	0	100	8	1000	Complete data	FastGxC	p.value_T5	0.006	0.00121351272783268	0.0107864872721673	Single-context Heterogeneity	Shared
16	alt	0	100	8	1000	Complete data	FastGxC	p.value_T6	0.008	0.00247860369100093	0.0135213963089991	Single-context Heterogeneity	Shared
16	alt	0	100	8	1000	Complete data	FastGxC	p.value_T7	0.009	0.00314662736349625	0.0148533726365038	Single-context Heterogeneity	Shared
16	alt	0	100	8	1000	Complete data	FastGxC	p.value_T8	0.029	0.0185994404510178	0.0394005595489823	Single-context Heterogeneity	Shared
16	alt	0	100	8	1000	Complete data	FastGxC	p.value_T1_nominal	0.045	0.0321513933510544	0.0578486066489456	Single-context Heterogeneity	Shared
16	alt	0	100	8	1000	Complete data	FastGxC	p.value_T2_nominal	0.069	0.0532910384435326	0.0847089615564674	Single-context Heterogeneity	Shared
16	alt	0	100	8	1000	Complete data	FastGxC	p.value_T3_nominal	0.053	0.0391145162248678	0.0668854837751322	Single-context Heterogeneity	Shared
16	alt	0	100	8	1000	Complete data	FastGxC	p.value_T4_nominal	0.044	0.0312883075936492	0.0567116924063508	Single-context Heterogeneity	Shared
16	alt	0	100	8	1000	Complete data	FastGxC	p.value_T5_nominal	0.05	0.0364918804423795	0.0635081195576206	Single-context Heterogeneity	Shared
16	alt	0	100	8	1000	Complete data	FastGxC	p.value_T6_nominal	0.061	0.0461664259266171	0.0758335740733829	Single-context Heterogeneity	Shared
16	alt	0	100	8	1000	Complete data	FastGxC	p.value_T7_nominal	0.054	0.0399915353305104	0.0680084646694896	Single-context Heterogeneity	Shared
16	alt	0	100	8	1000	Complete data	FastGxC	p.value_T8_nominal	0.117	0.0970785303698565	0.136921469630144	Single-context Heterogeneity	Shared
17	alt	0.2	100	8	1000	Complete data	FastGxC	global_eQTL	0.909	0.891174130254347	0.926825869745653	Single-context Heterogeneity	Shared
17	alt	0.2	100	8	1000	Complete data	FastGxC	global_eQTL_unadjusted	0.956	0.943288307593649	0.968711692406351	Single-context Heterogeneity	Shared
17	alt	0.2	100	8	1000	Complete data	FastGxC	global	0.076	0.0595755485868044	0.0924244514131956	Single-context Heterogeneity	Shared
17	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T1	0.005	0.000628357558885532	0.00937164244111447	Single-context Heterogeneity	Shared
17	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T2	0.011	0.00453538628297627	0.0174646137170237	Single-context Heterogeneity	Shared
17	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T3	0.008	0.00247860369100093	0.0135213963089991	Single-context Heterogeneity	Shared
17	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T4	0.006	0.00121351272783268	0.0107864872721673	Single-context Heterogeneity	Shared
17	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T5	0.008	0.00247860369100093	0.0135213963089991	Single-context Heterogeneity	Shared
17	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T6	0.004	8.79197424330123e-05	0.00791208025756699	Single-context Heterogeneity	Shared
17	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T7	0.014	0.00671800181537638	0.0212819981846236	Single-context Heterogeneity	Shared
17	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T8	0.037	0.0253006402209287	0.0486993597790714	Single-context Heterogeneity	Shared
17	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T1_nominal	0.048	0.0347508754149401	0.0612491245850599	Single-context Heterogeneity	Shared
17	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T2_nominal	0.061	0.0461664259266171	0.0758335740733829	Single-context Heterogeneity	Shared
17	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T3_nominal	0.045	0.0321513933510544	0.0578486066489456	Single-context Heterogeneity	Shared
17	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T4_nominal	0.057	0.0426305096446976	0.0713694903553025	Single-context Heterogeneity	Shared
17	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T5_nominal	0.053	0.0391145162248678	0.0668854837751322	Single-context Heterogeneity	Shared
17	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T6_nominal	0.047	0.0338827296270257	0.0601172703729744	Single-context Heterogeneity	Shared
17	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T7_nominal	0.058	0.0435126971410326	0.0724873028589674	Single-context Heterogeneity	Shared
17	alt	0.2	100	8	1000	Complete data	FastGxC	p.value_T8_nominal	0.149	0.126929813389887	0.171070186610113	Single-context Heterogeneity	Shared
18	alt	0.4	100	8	1000	Complete data	FastGxC	global_eQTL	0.773	0.747037245509653	0.798962754490347	Single-context Heterogeneity	Shared
18	alt	0.4	100	8	1000	Complete data	FastGxC	global_eQTL_unadjusted	0.841	0.818335577835638	0.863664422164361	Single-context Heterogeneity	Shared
18	alt	0.4	100	8	1000	Complete data	FastGxC	global	0.084	0.0668076410141165	0.101192358985884	Single-context Heterogeneity	Shared
18	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T1	0.003	0	0.0063896612415839	Single-context Heterogeneity	Shared
18	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T2	0.011	0.00453538628297627	0.0174646137170237	Single-context Heterogeneity	Shared
18	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T3	0.007	0.00183260411206526	0.0121673958879347	Single-context Heterogeneity	Shared
18	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T4	0.008	0.00247860369100093	0.0135213963089991	Single-context Heterogeneity	Shared
18	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T5	0.005	0.000628357558885532	0.00937164244111447	Single-context Heterogeneity	Shared
18	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T6	0.008	0.00247860369100093	0.0135213963089991	Single-context Heterogeneity	Shared
18	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T7	0.012	0.00525134563204267	0.0187486543679573	Single-context Heterogeneity	Shared
18	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T8	0.042	0.0295675852261337	0.0544324147738663	Single-context Heterogeneity	Shared
18	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T1_nominal	0.049	0.0356206076526052	0.0623793923473948	Single-context Heterogeneity	Shared
18	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T2_nominal	0.048	0.0347508754149401	0.0612491245850599	Single-context Heterogeneity	Shared
18	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T3_nominal	0.039	0.0270010819179063	0.0509989180820937	Single-context Heterogeneity	Shared
18	alt	0.4	100	8	1000	Complete data	FastGxC	p.value_T4_nominal	0.042	0.0295675852261337	0.0544324147738663	Single-context Heterogeneity	Shared
